6_mean,6_std,6_pulse,6_peak_to_peak,6_kurtosis,6_skewness,6_rms,6_clearance_factor,6_crest_factor,6_entropy,bearing_id,label
-0.015421488918224896,0.36739094604974054,4.705973243630903,9.570312493675315,17.184498921791747,-0.01437366308269963,0.367714467433331,149.35511181661673,12.75596194909874,0.7322996477758402,K001,0
-0.015306139739078652,0.36318284604798406,4.217576644774446,8.596801752131174,16.01246185365902,-0.0027920173737271863,0.3635052373449741,137.52113009254253,11.560412542412212,0.7495385323821687,K001,0
-0.015123663998251824,0.3630737937650785,4.470690067303724,8.874511712885145,16.449707580004727,0.03109818146065384,0.3633886417208148,145.79374329116422,12.261160343939991,0.8706940767000383,K001,0
-0.015225522470251726,0.36224337047212324,4.281582941525766,9.432983392203571,16.841121158873698,0.026620670734410413,0.3625632027460813,140.74722076344818,11.76721020429486,0.4166361675570965,K001,0
-0.012924230657846477,0.36126852394037373,4.444076571479453,8.340454096050586,15.96626100053047,0.15128860564912824,0.361499629499331,145.21418837309633,12.257695386738444,0.4838293145038696,K001,0
-0.013580104273949489,0.36496311308298507,4.719390648039044,8.804321283244033,16.52678081230381,0.14848526882075594,0.365215680308657,152.71225971434046,12.885017805884031,0.4562060998606499,K001,0
-0.015052637968257846,0.3645379000204462,4.192909080519758,9.481811517171302,16.659488975825283,0.022806001014399977,0.3648485472920514,136.13987389845855,11.450933472423118,0.4207981880974378,K001,0
-0.013715144557063377,0.364109859725266,4.38688408697949,9.494018548413237,17.102927679762054,0.02385573426210286,0.3643680764548041,143.31229384306818,12.002063915620967,0.42695162256382335,K001,0
-0.015521300774867769,0.36445778948538327,4.684710750814164,9.16442870488105,16.616839680659183,0.020464159919144437,0.36478814549586974,152.51865044187164,12.799729124125724,0.6625504566429462,K001,0
-0.014352792397353781,0.3621307183563519,4.4699191957028255,9.310913079784243,16.642992227303125,0.07104731942372602,0.36241503808049835,147.63617224721727,12.294099127078212,0.5068750739751284,K001,0
-0.014726596398687841,0.3643740289967272,4.665605499575085,9.548950189001932,16.766572952580997,0.10677999821988814,0.3646715037520723,151.7990372942547,12.753612101093509,0.6448241487878982,K001,0
-0.015643661730888093,0.3650833049175909,4.4345889713105615,9.29870604854231,16.575270744642598,0.04751398823636708,0.36541831328205354,142.95791589099142,12.09284031194366,0.4841893592054234,K001,0
-0.013660067594674176,0.3632014060233895,4.457019439658214,8.660888666151322,16.56099901328946,0.12028946737088335,0.36345819399768403,145.32900351433156,12.225228225537963,0.612361047306391,K001,0
-0.015684182292927284,0.3612161759075203,5.023618749295859,9.448242181255987,17.2063594432946,-0.0312701490629612,0.3615565229828532,166.0951002161445,13.851041949644019,0.4342062796274561,K001,0
-0.016017526282972365,0.3622616128389502,4.813380804362563,9.225463861090713,16.843639007672813,0.08918410292620178,0.3626155502524721,158.15530807438066,13.22988844449559,0.49145569136564016,K001,0
-0.015310971688945253,0.36391001877118245,4.928641046566898,9.854125970050251,16.594730044515046,0.04637814587408172,0.364231969514075,160.91768046604926,13.489562932745493,0.8735336564140392,K001,0
-0.015443686823251153,0.3631501799147502,4.3397845042779455,8.93554686909481,16.459760769088472,0.05749786626862499,0.3634784183893317,140.70629186262462,11.897104748658762,0.6188925498343432,K001,0
-0.014460754384974643,0.36485720579793823,4.3235427827872535,8.636474603667457,16.551631330399395,0.19617243566759152,0.36514366219347366,138.76779598512772,11.801059348851808,0.9102800644914897,K001,0
-0.016297561392534323,0.36376222064217306,4.929627636270486,9.5184326108971,16.932511181969783,0.045583697499688366,0.36412712570456546,160.09605551442644,13.49344700802209,0.5203021913391573,K001,0
-0.01543053520030597,0.3663686416319341,4.904346547594392,9.597778313969664,16.6701388515324,-0.023480018932206182,0.36669344552063715,157.36333492441682,13.332433595732061,0.6463186879902266,K001,0
-0.013895852215984125,0.3960074016273721,4.911967138041519,9.866333001292185,11.97057434904683,0.12191376827657235,0.39625112851886146,87.5746583798307,12.361027977721932,0.8727420723199185,K001,0
-0.014703466012108389,0.40641195384552775,4.476373384938547,8.505249017816677,10.798447718693664,0.05696524120908453,0.4066778431895554,75.42444956039733,10.971017953507792,0.6918443276344468,K001,0
-0.013664814773490483,0.40131482370557303,4.859856217820813,9.262084954816512,11.107016584606363,0.08321722724066143,0.4015474005502077,82.61355200745956,12.068790375450023,0.649266329999352,K001,0
-0.014479852091590245,0.4068385826336886,4.866774770759878,9.020996087788339,10.875636857719378,0.032742959652888134,0.4070961783608181,82.25382027724233,11.919283885705246,0.5335322009978094,K001,0
-0.014953104645065933,0.39749711886626127,4.760436499946442,9.539794915570482,11.973142813423168,0.08057713687662836,0.39777827347091865,83.34997966342591,11.929971322700498,0.8835570558666614,K001,0
-0.015375579339417189,0.4041047833143179,4.458734951402956,8.996582025304473,10.853368534720431,0.00131083196454687,0.40439718636204003,75.26610329065329,10.987611986215908,0.9013157005203785,K001,0
-0.014832947736353177,0.40254135384981793,4.714539975880482,9.426879876582603,11.083174847800278,0.07749771934141858,0.40281454529075,78.99672282337094,11.667173102579742,0.8933313779992366,K001,0
-0.0164604308004438,0.40345191717795453,4.752788552670371,9.027099603409306,10.467577556418222,-0.011881983303064817,0.40378756203813815,79.49143385523205,11.729752392478538,0.6524883551327025,K001,0
-0.01638796366259487,0.40000713377628144,4.679473898080925,9.445190423445505,12.006377030238095,0.01034038275290917,0.4003426937324102,81.6710881717614,11.647735820889354,0.8769879110250394,K001,0
-0.014572046663856943,0.3974234900459698,5.132369894844183,9.704589837336577,11.885149236158679,0.030797985750951922,0.3976905517915817,89.19616285464494,12.868794154462133,0.5613260815920084,K001,0
