DE_mean,DE_std,DE_pulse,DE_peak_to_peak,DE_kurtosis,DE_skewness,DE_rms,DE_clearance_factor,DE_crest_factor,DE_entropy,label,bearing_id
0.014380175607950766,0.13785178393156403,0.5776958722962409,1.1500407185628743,-0.05991136098276373,-0.011807531250801173,0.13859979719909446,48.206291501967165,4.271839208059534,1.627284787789349,2,B007_0
0.0117737449001996,0.1375292004337109,0.5273484507085828,1.1461422754491017,-0.04088496066544467,-0.0038613214126136134,0.13803225000307284,44.28913488346588,3.9057698153640223,1.6287763684777095,2,B007_0
0.003747476581004657,0.13786051670616525,0.6359220643371591,1.2993186027944112,0.009654810034893213,0.02141606642378211,0.137911441320929,52.80448072011393,4.638263038884574,1.5125013662894478,2,B007_1
0.00393767119760479,0.13983688505121805,0.5246262409780439,1.0907518962075846,-0.03504389904520133,0.0011483894118210802,0.13989231456834222,42.175698113778466,3.778362762862337,1.6937354325873386,2,B007_1
0.004802316777278776,0.1471156440461458,0.5533247890111443,1.124863273453094,-0.21965056694293894,0.013761532489195961,0.14719400452987752,39.64583639815252,3.79177879948999,1.7103746511820352,2,B007_2
0.004567185158848968,0.14803783761605138,0.6000163677353625,1.1349342514970058,-0.13434217117656555,0.039857663581621246,0.148108273051547,42.87493835705716,4.082037690654827,1.7063270799160075,2,B007_2
0.00382228134231537,0.15426566848075798,0.620091051991018,1.233532375249501,-0.15737740472176798,0.019637267099938727,0.15431301405414563,40.500297842564564,4.043167306125026,1.6681309168863183,2,B007_3
0.004340080543080506,0.15467785586657132,0.6671667458042249,1.3920690618762475,-0.04632498435871213,0.015368435859142725,0.1547387326903004,43.88013290965615,4.3396169444613655,1.5551987247140506,2,B007_3
0.005014890217065869,0.1671915142205739,1.964998363275948,3.8068297005988025,11.83670109325675,0.11904898584773276,0.167266707838881,162.00399787327723,11.777676974372099,0.7881177180558661,2,B014_0
0.004414827775282768,0.12084769934403418,2.273737866835496,4.241668542914172,27.171742733177584,0.42368666601132854,0.12092831405850114,347.35982722885166,18.838869228828273,0.3039416007028126,2,B014_0
0.004502661187624751,0.14633232105764854,1.226105881726547,2.5344753293413174,5.916904948381225,0.009011969910827682,0.1464015783517694,119.53935553551797,8.405705435478994,0.9643084810088034,2,B014_1
0.004490140146373919,0.14002656000658953,1.3352748099534264,2.5962006786427145,6.070424289290692,0.03911950779676841,0.14009853270399764,141.08998533886466,9.56301914260927,0.9286981676459601,2,B014_1
0.004797115469061876,0.13834312311991742,1.8342934234530939,3.1600130139720557,7.777870584553073,0.12992028231465103,0.13842626929667698,194.15415726565124,13.285704716787484,0.7767720443876667,2,B014_2
0.004557878979540918,0.14541035465449784,1.553195015232036,2.733133493013972,6.380268801222943,0.16201034263609543,0.14548177034095708,151.6605089251846,10.707547004416861,0.841728257144183,2,B014_2
0.004433896982701264,0.12634995633932075,1.9847467018196938,3.7020590419161676,11.349798971455355,0.07311816433071694,0.1264277299859547,248.02896574279276,15.733736570476907,0.466569821114712,2,B014_3
